text,target
its bit disappointing that it only manages be decent instead dead brilliant,1.0
apesar de seus graves problemas o filme consegue entreter,1.0
an operatic sprawling picture thats entertainingly acted magnificently shot gripping enough sustain most its ### minute length,1.0
the far future may be awesome consider but from period detail matters the heart this film is most transporting when it stays put in the past,1.0
it inspires continuing deeply satisfying awareness the best movies as monumental picture shows,1.0
awesome creatures breathtaking scenery epic battle scenes add up another spectacular spectacle,1.0
by candidly detailing the politics involved in the creation an extraordinary piece music jones calls our attention the inherent conflict between commerce creativity,1.0
its unnerving see recoings bizzarre reaction his unemployment good film but very glum,1.0
much as we might be interested in gratuitous sexualization haneke has different objective in mind namely the implications our craving for fake stimulation,1.0
dazzling in its complexity disturbing for its extraordinary themes the piano teacher is film that defies categorisation it haunts horrifies startles fascinates it is impossible look away ah yes then theres the music,1.0
it has charm spare unlike many romantic comedies it does not alienate either gender in the audience,1.0
although jackson is doubtless reserving the darkest hours for the return the king we long for greater sense urgency in the here now the two towers,1.0
it is great summer fun watch arnold his buddy gerald bounce off quirky cast characters,1.0
bleakly funny its characters all the more touching for refusing pity or memorialize themselves,1.0
it will not appeal the impatient but those who like long books movies will admire the way it accumulates power depth,1.0
this flick is about as cool crowd pleasing as documentary can get,1.0
the ring is pretty much an english language copy the film that inspired it it carries the same strengths flaws,1.0
the wild thornberrys movie is jolly surprise,1.0
griffiths proves shes that rare luminary who continually raises the standard her profession,1.0
prancing his way through the tailor made part male hooker approaching the end his vitality jagger obviously relishes every self mocking moment,1.0
sexy romantic,1.0
offers much enjoy lot mull over in terms love loyalty the nature staying friends,1.0
an important movie reminder the power film move us make us examine our values,1.0
is this love or is it masochism ? binoche makes it interesting trying find out,1.0
pleasant if forgettable romp film,1.0
the mesmerizing performances the leads keep the film grounded keep the audience riveted,1.0
worth watching for dong jies performance for the way it documents culture in the throes rapid change,1.0
two hours fly by operas pleasure when you dont have endure intermissions even novice the form comes away exhilarated,1.0
its one heck character study not hearst or davies but the unique relationship between them,1.0
candid camera on methamphetamines,1.0
subject like this should inspire reaction in its audience the pianist does not,1.0
equilibrium is what george orwell might have imagined had todays mood altering drug therapy been envisioned by chemists in ####,1.0
creepy authentic dark this disturbing bio pic is hard forget,1.0
martin barbara are complex characters sometimes tender sometimes angry the delicate performances by sven wollter viveka seldahl make their hopes frustrations vivid,1.0
twisty moody slice southern gothic,1.0
its so good that you can practically see the hollywood suits trying put together the cast filmmaking team for the all too inevitable american remake,1.0
the weight the piece the unerring professionalism the chilly production the fascination embedded in the lurid topic prove recommendation enough,1.0
an absurdist comedy about alienation separation loss,1.0
they begins ends with scenes so terrifying im still stunned ive decided leave light on every night from now on,1.0
this tenth feature is big deal indeed at least the third best maybe even notch above the previous runner up nicholas meyers star trek vi the undiscovered country,1.0
with the bourne identity we return the more traditional action genre,1.0
beneath clouds is succinct low budget film whose compelling characters intelligent script are exactly what was missing from rabbit proof fence,1.0
the film is contrivance as artificial as the video games japanese teens play in nightclub sequence but its an enjoyable one,1.0
holm embodies the character with an effortlessly regal charisma,1.0
it is amusing thats all it needs be,1.0
among the years most intriguing explorations alientation,1.0
full world has been presented onscreen not some series carefully structured plot points building pat resolution,1.0
seldom has movie so closely matched the spirit man his work,1.0
audrey tatou has knack for picking roles that magnify her outrageous charm in this literate french comedy shes as morning glory exuberant as she was in amélie,1.0
the movie has an infectious exuberance that will engage anyone with passing interest in the skate surf culture the l beach scene the imaginative sometimes illegal ways kids can make playground out the refuse adults,1.0
even if you dont think kissingers any more guilty criminal activity than most contemporary statesmen hed sure make courtroom trial great fun watch,1.0
the story structure are well honed fresnadillos dark jolting images have way plying into your subconscious like the nightmare you had week ago that wont go away,1.0
its made with deftly unsettling genre flair,1.0
it just may inspire few younger moviegoers read stevensons book which is treasure in itself,1.0
funny but perilously slight,1.0
overall very good for what its trying do,1.0
forgettable horror more gory than psychological with highly satisfying quotient friday night excitement milla power,1.0
ramsay as in ratcatcher remains filmmaker with an acid viewpoint real gift for teasing chilly poetry out lives settings that might otherwise seem drab sordid,1.0
it may seem long at ### minutes if youre not fan because it includes segments ## songs at reunion concert,1.0
lean deftly shot well acted weirdly retro thriller that recalls raft ##s ##s european set spy pictures,1.0
it proves quite compelling as an intense brooding character study,1.0
the sons room is triumph gentility that earns its moments pathos,1.0
morton uses her face her body language bring us morverns soul even though the character is almost completely deadpan,1.0
the film may appear naked in its narrative form but it goes deeper than that fundamental choices that include the complexity the catholic doctrine,1.0
superbly acted funny gritty fable the humanizing one woman at the hands the unseen forces fate,1.0
one the smartest takes on singles culture ive seen in long time,1.0
there is fabric complex ideas here feelings that profoundly deepen them,1.0
cqs reflection artists the love cinema self suggests nothing less than new voice that deserves be considered as possible successor the best european directors,1.0
the emotions are raw will strike nerve with anyone whos ever had family trauma,1.0
holy mad maniac in mask splat man ! good old fashioned slash hack is back !,1.0
as unseemly as its title suggests,1.0
by the end the movie youre definitely convinced that these women are spectacular,1.0
the french are rather good at this kind thing unlike the americans who have passion for musketeers only spoof them,1.0
the fly on the wall method used document rural french school life is refreshing departure from the now more prevalent technique the docu makers being visible part their work,1.0
its an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part,1.0
allows us hope that nolan is poised embark major career as commercial yet inventive filmmaker,1.0
maneuvers skillfully through the plots hot brine until its undone by the sogginess its contemporary characters actors,1.0
it has the ability offend put off everyone but it holds you with its outrageousness,1.0
anchored by friel williamss exceptional performances the films power lies in its complexity nothing is black white,1.0
its charming often affecting journey,1.0
psychologically savvy,1.0
no screen fantasy adventure in recent memory has the showmanship clones last ## minutes,1.0
poignant compelling story about relationships food love takes us on bumpy but satisfying journey the heart,1.0
birot creates drama with such well defined sense place age as in ## years old that the torments angst become almost as operatic us as they are her characters,1.0
the chateau cleverly probes the cross cultural differences between gauls yanks,1.0
not since tom cruise in risky business has an actor made such strong impression in his underwear,1.0
aside from minor tinkering this is the same movie you probably loved in #### except that it looks even better,1.0
uses high comedy evoke surprising poignance,1.0
it confirms finchers status as film maker who artfully bends technical know how the service psychological insight,1.0
veras three actors mollà gil bardem excel in insightful empathetic performances,1.0
marvel like none youve seen,1.0
with tightly organized efficiency numerous flashbacks constant edge tension millers film is one ####s involvingly adult surprises,1.0
mr tsai is very original artist in his medium what time is it there ? should be seen at the very least for its spasms absurdist humor,1.0
writer director mark romanek spotlights the underlying caste system in america its scathing portrayal,1.0
this is good script good dialogue funny even for adults the characters are interesting often very creatively constructed from figure backstory the film will play equally well on both the standard giant screens,1.0
moody heartbreaking filmed in natural unforced style that makes its characters seem entirely convincing even when its script is not,1.0
not film rival live but fine little amuse bouche keep your appetite whetted,1.0
true tale courage complicity at auschwitz is harrowing drama that tries tell the unspeakable,1.0
gives you the steady pulse life in beautiful city viewed through the eyes character who in spite tragic loss increasing decrepitude knows in his bones that he is one the luckiest men alive,1.0
macdowell whose wifty southern charm has anchored lighter affairs brings an absolutely riveting conviction her role,1.0
what time is it there ? is not easy it haunts you you cant forget it you admire its conception are able resolve some the confusions you had while watching it,1.0
if you are an actor who can relate the search for inner peace by dramatically depicting the lives others onstage then esthers story is compelling quest for truth,1.0
although the level the comedy declines as the movie proceeds theres no denying the fun watching de niro crystal having fun,1.0
claude chabrol has here thriller without thrills but thats okay,1.0
for movie lovers as well as opera lovers tosca is real treat,1.0
unflinchingly bleak desperate,1.0
morettis compelling anatomy grief the difficult process adapting loss,1.0
challenging intermittently engrossing unflaggingly creative but its too long too convoluted it ends in muddle,1.0
the vivid lead performances sustain interest empathy but the journey is far more interesting than the final destination,1.0
painfully funny ode bad behavior,1.0
easily my choice for one the years best films,1.0
charles entertaining film chronicles seinfelds return stand up comedy after the wrap his legendary sitcom alongside wannabe comic adams attempts get his shot at the big time,1.0
that dogged good will the parents vain jias defoliation ego make the film touching despite some doldrums,1.0
the movie is for fans who cant stop loving anime the fanatical excess built into it,1.0
the volatile dynamics female friendship is the subject this unhurried low key film that is so off hollywood that it seems positively french in its rhythms resonance,1.0
densely constructed highly referential film an audacious return form that can comfortably sit among jean luc godards finest work,1.0
michael gerbosis script is economically packed with telling scenes,1.0
strangely compelling brilliantly acted psychological drama,1.0
candid comfortable film that deftly balances action reflection as it lets you grasp feel the passion others have for their work,1.0
open minded kids kids who read kids who dream will be comforted by the way it deals with big issues like death destiny,1.0
bennetts naturalistic performance speaks volumes more truth than any reality show anybody contemplating their own drastic life changes should watch some body first,1.0
good if not entirely fresh look at war,1.0
the film is powerful accessible funny you wont miss its messages but youll be entertained as well,1.0
frailty starts out like typical bible killer story but it turns out be significantly different better than most films with this theme,1.0
if you dig on david mamets mind tricks rent this movie enjoy !,1.0
the primitive force this film seems bubble up from the vast collective memory the combatants its like watching nightmare made flesh,1.0
it is the sheer selfish wound licking bar scrapping doggedness leons struggle face transmute his demons that makes the movie spirited touching occasion despite its patchy construction,1.0
gorgeous high spirited musical from india that exquisitely blends music dance song high drama,1.0
its hard imagine alan arkin being better than he is in this performance,1.0
for those who pride themselves on sophisticated discerning taste this might not seem like the proper cup tea however it is almost guaranteed that even the stuffiest cinema goers will laugh their off for an hour half,1.0
despite the 2 d animation the wild thornberrys movie makes for surprisingly cinematic experience,1.0
fun little timewaster helped especially by the cool presence jean reno,1.0
majidi makes us think twice about immigrants we see around us every day,1.0
though only ## minutes long the film is packed with information impressions,1.0
i have no way knowing exactly how much is exaggeration but ive got creepy feeling that the film is closer the mark than i want believe,1.0
immersing us in the endlessly inventive fiercely competitive world hip hop djs the project is sensational revelatory even if scratching makes you itch,1.0
further proof that the epicenter cool beautiful thought provoking foreign cinema is smack dab in the middle dubyas axis evil,1.0
theres really only one good idea in this movie but the director runs with it presents it with an unforgettable visual panache,1.0
simple but gritty well acted ensemble drama that encompasses potent metaphor for country still dealing with its fascist past,1.0
lovely poignant puts human face on land most westerners are unfamiliar with,1.0
i cant say that i liked homeboy itd be more accurate say that i found it intriguing bizarre dogma like in spots quite truthful in its way,1.0
displaying about equal amounts naiveté passion talent beneath clouds establishes sen as filmmaker considerable potential,1.0
the vitality the actors keeps the intensity the film high even as the strafings blend together,1.0
not since japanese filmmaker akira kurosawas ran have the savagery combat the specter death been visualized with such operatic grandeur,1.0
we learn lot about dying coral see lot life on the reef,1.0
if the first men in black was money the second is small change but it still jingles in the pocket its fun lite,1.0
passable entertainment but its the kind motion picture that wont make much splash when its released will not be remembered long afterwards,1.0
i just loved every minute this film,1.0
this is winning ensemble comedy that shows canadians can put gentle laughs equally gentle sentiments on the button just as easily as their counterparts anywhere else in the world,1.0
just as moving uplifting funny as ever,1.0
my wife is an actress is an utterly charming french comedy that feels so american in sensibility style its virtually its own hollywood remake,1.0
it will grip even viewers who arent interested in rap as it cuts the heart american society in an unnerving way,1.0
muckraking job the cinematic equivalent legal indictment fairly effective one at that,1.0
tender witty captivating film about friendship love memory trust loyalty,1.0
belongs daniel day lewis as much as it belongs martin scorsese its memorable performance in big brassy disturbing unusual highly successful film,1.0
an exhilarating futuristic thriller noir minority report twists the best technology around gripping story delivering riveting pulse intensifying escapist adventure the first order,1.0
psychological thriller with genuinely spooky premise an above average cast actor bill paxtons directing debut is creepy slice gothic rural americana,1.0
while locals will get kick out spotting cleveland sites the rest the world will enjoy fast paced comedy with quirks that might make the award winning coen brothers envious,1.0
pumpkin takes an admirable look at the hypocrisy political correctness but it does so with such an uneven tone that you never know when humor ends tragedy begins,1.0
if youre hard up for raunchy college humor this is your ticket right here,1.0
few films capture so perfectly the hopes dreams little boys on baseball fields as well as the grown men who sit in the stands,1.0
corny schmaltzy predictable but still manages be kind heartwarming nonetheless its the perfect kind film see when you dont want use your brain at all,1.0
while it regards #### as the key turning point the ##th century returns again again images dissidents in the streets its alarmingly current,1.0
feature debuter d j caruso directs crack ensemble cast bringing screenwriter tony gaytons narcotics noir life,1.0
every dance becomes about seduction where backstabbing betrayals are celebrated sex is currency,1.0
harris commands the screen using his frailty suggest the ravages life corruption ruthlessness,1.0
stephen rea aidan quinn alan bates play desmonds legal eagles when joined by brosnan the sight this grandiloquent quartet lolling in pretty irish settings is pleasant enough thing tis,1.0
director photography benoit delhomme shot the movie in delicious colors the costumes sets are grand,1.0
the movies relatively simple plot uncomplicated morality play well with the affable cast,1.0
the film is quiet threatening unforgettable,1.0
this illuminating documentary transcends our preconceived vision the holy land its inhabitants revealing the human complexities beneath,1.0
deliriously funny fast loose accessible the uninitiated full surprises,1.0
trademark american triteness simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between father son,1.0
one from the heart,1.0
more concerned with sades ideas than with his actions the movie achieves as great an impact by keeping these thoughts hidden as quills did by showing them,1.0
an entertaining colorful action filled crime story with an intimate heart,1.0
while undisputed is not exactly high it is gripping tidy little movie that takes mr hill higher than hes been in while,1.0
the most compelling wiseman epic recent years,1.0
the socio histo political treatise is told in earnest strides personal illusion is deconstructed with poignancy,1.0
its great escapist fun that recreates place time that will never happen again,1.0
good car chases great fight scenes distinctive blend european american asian influences,1.0
liotta put on ## pounds for the role has completely transformed himself from his smooth goodfellas image,1.0
womans pic directed with resonance by ilya chaiken,1.0
contando com uma premissa curiosa o filme mergulha o espectador em um clima de forte suspense culminando em um desfecho que certamente fica na memória,1.0
grants bumbling magic takes over the film it turns out be another winning star vehicle,1.0
brian de palma is utterly mad cinema mad set piece mad style mad its beautiful madness,1.0
generally provides its target audience youngsters enough stimulating eye ear candy make its moral medicine go down,1.0
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness hopefulness,1.0
grimly competent stolid earnest military courtroom drama,1.0
escaping the studio piccoli is warmly affecting so is this adroitly minimalist movie,1.0
very psychoanalytical provocatively so also refreshingly literary,1.0
gorgeous witty seductive movie,1.0
the special effects many scenes weightlessness look as good or better than in the original while the oscar winning sound james horners rousing score make good use the hefty audio system,1.0
on the heels the ring comes similarly morose humorless horror movie that although flawed is be commended for its straight ahead approach creepiness,1.0
with rabbit proof fence noyce has tailored an epic tale into lean economical movie,1.0
an utterly charming hilarious film that reminded me the best the disney comedies from the ##s,1.0
preaches two completely different choirs at the same time which is pretty amazing accomplishment,1.0
thanks haynes absolute control the films mood buoyed by three terrific performances far from heaven actually pulls off this stylistic juggling act,1.0
birthday girl is an amusing joy ride with some surprisingly violent moments,1.0
more romantic more emotional ultimately more satisfying than the teary eyed original,1.0
an appealingly juvenile trifle that delivers its share laughs smiles,1.0
writer directors mehtas effort has tons charm the whimsy is in the mixture the intoxicating masala cultures film genres,1.0
the draw for big bad love is solid performance by arliss howard,1.0
it gets onto the screen just about as much the novella as one could reasonably expect is engrossing moving in its own right,1.0
the terrific bewilderingly underrated campbell scott gives star performance that is nothing short mesmerizing,1.0
cool ? this movie is snow emergency,1.0
like mike is not interested in recycling old cliches it wants tweak them with taste tangy new humor,1.0
smith is careful not make fun these curious owners architectural oddities instead he shows them the respect they are due,1.0
mess when it comes the characters writing but works its way underneath the skin like few movies have in recent memory,1.0
drops you into dizzying volatile pressure cooker situation that quickly snowballs out control while focusing on the what much more than the why,1.0
zhang has done an amazing job getting realistic performances from his mainly nonprofessional cast,1.0
solid examination the male midlife crisis,1.0
if youre in the mood for bollywood film heres one for you,1.0
as the two leads lathan diggs are charming have chemistry both as friends lovers,1.0
beguiling slow moving parable about the collision past present on remote seacoast in iran,1.0
my big fat greek wedding uses stereotypes in delightful blend sweet romance lovingly dished out humor,1.0
kept aloft largely by comically adept ensemble,1.0
the sort film that makes me miss hitchcock but also feel optimistic that theres hope for popular cinema yet,1.0
first time writer director serry shows remarkable gift for storytelling with this moving effective little film,1.0
it cuts the core what it actually means face your fears be girl in world boys be boy truly in love with girl ride the big metaphorical wave that is life wherever it takes you,1.0
atom egoyan has conjured up multilayered work that tackles any number fascinating issues,1.0
essentially an exceptionally well written well edited well directed well acted bald rip off aliens,1.0
de niro is veritable source sincere passion that this hollywood contrivance orbits around,1.0
the whole is quite entertaining but despite its virtues there is an unsettled feeling the film,1.0
while its careful pace seemingly opaque story may not satisfy every moviegoers appetite the films final scene is soaringly transparently moving,1.0
hardly masterpiece but it introduces viewers good charitable enterprise some interesting real people,1.0
based on devilishly witty script by heather mcgowan niels mueller the film gets great laughs but never at the expense its characters,1.0
its somewhat clumsy too lethargically paced but its story about mysterious creature with psychic abilities offers solid build up terrific climax some nice chills along the way,1.0
if youve ever wondered what an ending without the input studio executives or test audiences would look like here it is,1.0
exciting direct with ghost imagery that shows just enough keep us on our toes,1.0
whether writer director anne fontaines film is ghost story an account nervous breakdown trip down memory lane all three or none the above it is as seductive as it is haunting,1.0
what the film lacks in general focus it makes up for in compassion as corcuera manages find the seeds hope in the form collective action,1.0
if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,1.0
the quality the art combined with the humor intelligence the script allow the filmmakers present the biblical message forgiveness without it ever becoming preachy or syrupy,1.0
this film seems thirsty for reflection itself taking on adolescent qualities,1.0
another one those estrogen overdose movies like divine secrets the ya ya sisterhood except that the writing acting character development are lot better,1.0
breezy romantic comedy that has the punch good sitcom while offering exceptionally well detailed characters,1.0
romantic comedy enriched by sharp eye for manners mores,1.0
viewers the ring are more likely remember the haunting images than the plot holes,1.0
delightful coming age story,1.0
one those energetic surprises an original that pleases almost everyone who sees it,1.0
an exquisitely crafted acted tale,1.0
taut psychological thriller that does not waste moment its two hour running time,1.0
jones does offer brutal form charisma,1.0
despite its title punch drunk love is never heavy handed the jabs it employs are short carefully placed dead center,1.0
theres wickedly subversive bent the best parts birthday girl,1.0
likely expertly drum up repressed teenage memories in any viewer,1.0
blanchetts performance confirms her power once again,1.0
magnificent drama well worth tracking down,1.0
good piece work more often than not,1.0
the movie understands like few others how the depth breadth emotional intimacy give the physical act all its meaning most its pleasure,1.0
what distinguishes time favor from countless other thrillers is its underlying concern with the consequences words with the complicated emotions fueling terrorist acts,1.0
smart provocative blisteringly funny,1.0
nothing is sacred in this gut buster,1.0
the movie occasionally threatens become didactic but its too grounded in the reality its characters go over the edge touch humor or an unexpected plot twist always pulls it back,1.0
filmmakers who can deftly change moods are treasures even marvels so too is this comedy about mild culture clashing in todays new delhi,1.0
if steven soderberghs solaris is failure it is glorious failure,1.0
mostly martha is bright light modern day family parable that wears its heart on its sleeve for all see,1.0
its scattershot affair but when it hits its mark its brilliant,1.0
pleasant enough romance with intellectual underpinnings the kind movie that entertains even as it turns maddeningly predictable,1.0
featuring dangerously seductive performance from the great daniel auteuil sade covers the same period as kaufmanns quills with more unsettlingly realistic results,1.0
spellbinding african film about the modern condition rootlessness state experienced by millions around the globe,1.0
its work by an artist so in control both his medium his message that he can improvise like jazzman,1.0
moody multi dimensional love story sci fi mystery solaris is thought provoking haunting film that allows the seeds the imagination germinate,1.0
very well made funny entertaining picture,1.0
giggle inducing comedy with snappy dialogue winning performances by an unlikely team oscar winners susan sarandon goldie hawn,1.0
its maker steven spielberg has not had so much fun in two decades since he was schlepping indiana jones around the globe in search giant misplaced ashtray,1.0
oscar wildes masterpiece the importance being earnest may be the best play the ##th century its so good that its relentless polished wit can withstand not only inept school productions but even oliver parkers movie adaptation,1.0
the movie does good job laying out some the major issues that we encounter as we journey through life,1.0
brilliantly explores the conflict between following ones heart following the demands tradition,1.0
this remake gets all there is get out peculiar premise with promise al pacino loathing robin williams,1.0
the next generation mob movie part low rent godfather part three stooges,1.0
lan yu is at times too restrained yet there are moments it captures the erotics intimacy in way that makes most american love stories look downright unfree,1.0
thinly veiled look at different aspects chinese life clashing with each other,1.0
light years several warp speeds levels levels dilithium crystals better than the pitiful insurrection which is not say that its the equal some its predecessors,1.0
delightfully rendered,1.0
if this story must be told retold indeed it must then the grey zone is be lauded for finding new ingenious angle,1.0
the lion king was roaring success when it was released eight years ago but on imax it seems better not just bigger,1.0
gripping movie played with performances that are all understated touching,1.0
the piece plays as well as it does thanks in large measure anspaughs three lead actresses,1.0
the inspirational screenplay by mike rich covers lot ground perhaps too much but ties things together neatly by the end,1.0
not the kind film that will appeal mainstream american audience but there is certain charm about the film that makes it suitable entry into the fest circuit,1.0
director andrew niccol demonstrates wry understanding the quirks fame his healthy sense satire is light fun,1.0
about manga like heroine who fights back at her abusers its energetic satisfying if not deep psychological,1.0
this is human comedy at its most amusing interesting confirming,1.0
an artful intelligent film that stays within the confines well established genre,1.0
majidi is an unconventional storyteller capable finding beauty in the most depressing places,1.0
richard gere diane lane put in fine performances as does french actor oliver martinez,1.0
the minor figures surrounding bobby form gritty urban mosaic,1.0
this is wild surreal stuff but brilliant the camera just kind sits there lets you look at this its like youre going from one room the next none them have any relation the other,1.0
its demented kitsch mess although the smeary digital video does match the muddled narrative but its savvy about celebrity has more guts energy than much what will open this year,1.0
there is nothing outstanding about this film but it is good enough will likely be appreciated most by sailors folks who know their way around submarine,1.0
all in all the film is an enjoyable frankly told tale people who live among us but not necessarily with us,1.0
an interesting story with pertinent cinematically unique message told fairly well scored perfection i found myself struggling put my finger on that elusive missing thing,1.0
movie with real anarchic flair,1.0
welcome relief from baseball movies that try too hard be mythic this one is sweet modest ultimately winning story,1.0
crisp psychological drama fascinating little thriller that would have been perfect for an old twilight zone episode,1.0
it has more than few moments that are insightful enough be fondly remembered in the endlessly challenging maze moviegoing,1.0
opening with some contrived banter cliches some loose ends the screenplay only comes into its own in the second half,1.0
an uncluttered resonant gem that relays its universal points without lectures or confrontations,1.0
the cockettes provides window into subculture hell bent on expressing itself in every way imaginable,1.0
smart steamy mix road movie coming age story political satire,1.0
the modern day royals have nothing on these guys when it comes scandals its only in fairy tales that princesses that are married for political reason live happily ever after,1.0
terrific b movie in fact the best in recent memory,1.0
birthday girl is an actors movie first foremost,1.0
i walked away from this new version e t just as i hoped i would with moist eyes,1.0
for devotees french cinema safe conduct is so rich with period minutiae its like dying going celluloid heaven,1.0
whats really so appealing about the characters is their resemblance everyday children,1.0
shamelessly resorting pee related sight gags that might even cause tom green grimace still myers energy the silliness it all eventually prevail,1.0
an absurdist spider web,1.0
if youre as happy listening movies as you are watching them the slow parade human frailty fascinates you then youre at the right film,1.0
this version moves beyond the originals nostalgia for the communal film experiences yesteryear deeper realization cinemas inability stand in for true lived experience,1.0
some movies blend together as they become distant memories mention solaris five years from now im sure those who saw it will have an opinion share,1.0
allens funniest most likeable movie in years,1.0
its glorious spectacle like those d w griffith made in the early days silent film,1.0
this comic gem is as delightful as it is derivative,1.0
more timely than its director could ever have dreamed this quietly lyrical tale probes the ambiguous welcome extended by iran the afghani refugees who streamed across its borders desperate for work food,1.0
the leaping story line shaped by director peter kosminsky into sharp slivers cutting impressions shows all the signs rich detail condensed into few evocative images striking character traits,1.0
with three excellent principal singers youthful good looking diva tenor richly handsome locations its enough make you wish jacquot had left well enough alone just filmed the opera without all these distortions perspective,1.0
the production has been made with an enormous amount affection so we believe these characters love each other,1.0
certainly the performances are worthwhile,1.0
no es la mejor cinta de la serie ni la mejor con brosnan la cabeza pero de que entretiene ni duda cabe,1.0
winds up being both revelatory narcissistic achieving some honest insight into relationships that most high concept films candy coat with pat storylines precious circumstances beautiful stars,1.0
watching these eccentrics is both inspiring pure joy,1.0
steven spielberg brings us another masterpiece,1.0
finally the french produced read my lips is movie that understands characters must come first,1.0
ms seigner mr serrault bring fresh unforced naturalism their characters,1.0
allen shows he can outgag any those young whippersnappers making moving pictures today,1.0
good film with solid pedigree both in front more specifically behind the camera,1.0
by no means slam dunk sure ultimately disappoint the action fans who will be moved the edge their seats by the dynamic first act it still comes off as touching transcendent love story,1.0
i encourage young old alike go see this unique entertaining twist on the classic whales tale you wont be sorry !,1.0
literary detective story is still detective story aficionados the whodunit wont be disappointed,1.0
high crimes steals so freely from other movies combines enough disparate types films that it cant help but engage an audience,1.0
if youre fan the series youll love it probably want see it twice i will be,1.0
it celebrates the groups playful spark nonconformity glancing vividly back at what hibiscus grandly called his angels light,1.0
the story is inspiring ironic revelatory just how ridiculous money oriented the record industry really is it is also testament the integrity vision the band,1.0
laced with liberal doses dark humor gorgeous exterior photography stable full solid performances no such thing is fascinating little tale,1.0
hupperts show steal she makes meal it channeling kathy bakers creepy turn as the repressed mother on boston public just as much as 8 womens augustine,1.0
nair does not treat the issues lightly she allows each character confront their problems openly honestly,1.0
one the best silly horror movies recent memory with some real shocks in store for unwary viewers,1.0
the work filmmaker who has secrets buried at the heart his story knows how take time revealing them strange occurrences build in the mind the viewer take on extreme urgency,1.0
has certain ghoulish fascination generates fair amount b movie excitement,1.0
familiar but utterly delightful,1.0
fascinating dark thriller that keeps you hooked on the delicious pulpiness its lurid fiction,1.0
the film aims be funny uplifting moving sometimes all at once the extent which it succeeds is impressive,1.0
the film brilliantly shines on all the characters as the direction is intelligently accomplished,1.0
while not for every taste this often very funny collegiate gross out comedy goes long way toward restoring the luster the national lampoon film franchise too long reduced direct video irrelevancy,1.0
as broad cartoonish as the screenplay is there is an accuracy observation in the work the director frank novak that keeps the film grounded in an undeniable social realism,1.0
in addition hoffmans powerful acting clinic this is that rare drama that offers thoughtful rewarding glimpse into the sort heartache everyone has felt or will feel someday,1.0
jeffrey tambors performance as the intelligent jazz playing exterminator is oscar worthy,1.0
from the opening strains the average white bands pick up the pieces you can feel the love,1.0
stevens vibrant creative instincts are the difference between this countless other flicks about guys dolls,1.0
that itll probably be the best most mature comedy the #### summer season speaks more the season than the picture,1.0
old people will love this movie i mean that in the nicest possible way last orders will touch the heart anyone old enough have earned ## year friendship,1.0
meyjes provocative film might be called an example the haphazardness evil,1.0
tian emphasizes the isolation these characters by confining color liyans backyard,1.0
the movie is pretty funny now then without in any way demeaning its subjects,1.0
imagine scenario where bergman approaches swedish fatalism using gary larsons far side humor,1.0
too damn weird pass up for the blacklight crowd way cheaper better than pink floyd tickets,1.0
it is most remarkable not because its epic scope but because the startling intimacy it achieves despite that breadth,1.0
its not great monster movie but if youve paid matinee price bought big tub popcorn theres guilty fun be had here chomp chomp !,1.0
the grey zone gives voice story that needs be heard in the sea holocaust movies but the film suffers from its own difficulties,1.0
fun nimble,1.0
others more attuned the anarchist maxim that the urge destroy is also creative urge or more willing see with their own eyes will find morrisons iconoclastic uses technology be liberating,1.0
miller tells this very compelling tale with little fuss or noise expertly plucking tension from quiet,1.0
time out is existential drama without any the pretension associated with the term,1.0
its sweet laugh minute crowd pleaser that lifts your spirits as well as the corners your mouth,1.0
writer director alexander payne election his co writer jim taylor brilliantly employ their quirky fearless ability look american angst in the eye end up laughing,1.0
movie that at its best does not just make the most out its characters flaws but insists on the virtue imperfection,1.0
its tough watch but its fantastic movie,1.0
the best animated feature hit theaters since beauty the beast ## years ago,1.0
what saves this deeply affecting film from being merely collection wrenching cases is corcueras attention detail,1.0
funny touching,1.0
pacino is the best hes been in years keener is marvelous,1.0
solid spooky entertainment worthy the price ticket,1.0
by turns fanciful grisly engagingly quixotic,1.0
very funny very enjoyable,1.0
adaptation is intricately constructed in strange way nails all orleans themes without being true adaptation her book,1.0
so purely enjoyable that you might not even notice its fairly straightforward remake hollywood comedies such as father the bride,1.0
moonlight mile gives itself the freedom feel contradictory things it is sentimental but feels free offend is analytical then surrenders the illogic its characters is about grief yet permits laughter,1.0
the real triumphs in igby come from philippe who makes oliver far more interesting than the characters lines would suggest sarandon who couldnt be better as cruel but weirdly likable wasp matron,1.0
robin williams has thankfully ditched the saccharine sentimentality bicentennial man in favour an altogether darker side,1.0
if youre willing have fun with it you wont feel cheated by the high infidelity unfaithful,1.0
australia land beyond time is an enjoyable big movie primarily because australia is weirdly beautiful place,1.0
hoffmans performance is authentic the core his being,1.0
told just proficiently enough trounce its overly comfortable trappings,1.0
an enthralling aesthetic experience one thats steeped in mystery ravishing baroque beauty,1.0
the quirky drama touches the heart the funnybone thanks the energetic always surprising performance by rachel griffiths,1.0
captivating coming age story that may also be the first narrative film be truly informed by the wireless age,1.0
what could have been daytime soap opera is actually compelling look at young womans tragic odyssey,1.0
duvall is strong as always,1.0
