text,target
splendid entertainment young in spirit but accomplished in all aspects with the fullness spirit sense ease that comes only with experience,1.0
works hard establish rounded characters but then has nothing fresh or particularly interesting say about them,1.0
the film would have been more enjoyable had the balance shifted in favor water bound action over the land based drama but the emphasis on the latter leaves blue crush waterlogged,1.0
magnificent throwback an almost vanished era epic filmmaking by great filmmakers in thrall their own passions rather than the studio bookkeepers,1.0
the filmmakers wisely decided let crocodile hunter steve irwin do what he does best fashion story around him,1.0
cuarón has created substantive movie out several cliched movie structures the road movie the coming age movie the teenage sex comedy,1.0
when mr hundert tells us in his narration that this is story without surprises we nod in agreement,1.0
content merely lionize its title character exploit his anger all for easy sanctimony formulaic thrills ham fisted sermon on the need for national health insurance,1.0
the script is disaster with cloying messages irksome characters,1.0
even though the film runs brief ## minutes finishing off with footage reno talking with new yorkers on the street in the aftermath 9 ## reno shows enough gusto make you fan,1.0
seagals strenuous attempt at change in expression could very well clinch him this years razzie,1.0
there is something in full frontal i guess about artifice acting how it distorts reality for people who make movies watch them but like most movie riddles it works only if you have an interest in the characters you see,1.0
welles groupie scholar peter bogdanovich took long time do it but hes finally provided his own broadside at publishing giant william randolph hearst,1.0
seagal ran out movies years ago this is just the proof,1.0
my 5 year old niece emily was so thrilled by the first ## minutes she announced im gonna try stay awake through the whole movie which she then proceeded do,1.0
the weird thing about the santa clause 2 purportedly childrens movie is that there is nothing in it engage children emotionally,1.0
gondrys direction is adequate but what gives human nature its unique feel is kaufmans script,1.0
petes screenplay manages find that real natural even flowing tone that few movies are able accomplish,1.0
think it as american pie on valium,1.0
the emperors club is one those films that possesses all the good intentions in the world but,1.0
when in doubt the film ratchets up the stirring soundtrack throws in fish out water gag lets the cliched dialogue rip or else doggie winks,1.0
though clearly well intentioned this cross cultural soap opera is painfully formulaic stilted,1.0
at ## minutes it just zings along with vibrance warmth,1.0
sparkles in its deft portrait tinseltowns seasoned veterans gossip wealth paranoia celebrityhood,1.0
the filmmakers try balance pointed often incisive satire unabashed sweetness with results that are sometimes bracing sometimes baffling quite often in unexpected ways touching,1.0
shiner can certainly go the distance but is not world championship material,1.0
despite suffering sense humor failure the man who wrote rocky does not deserve go down with ship as leaky as this,1.0
it all starts smack hallmark hall fame with few four letter words thrown in that are generally not heard on television,1.0
sometimes makes less sense than the bruckheimeresque american action flicks it emulates,1.0
ferrara directs the entire film with the kind detachment that makes any given frame look like familys custom made christmas card,1.0
flawed film but an admirable one that tries immerse us in world artistic abandon political madness very nearly succeeds,1.0
with the exception mccoist the players dont have clue on the park the acting is not much better,1.0
miyazakis nonstop images are so stunning his imagination so vivid that the only possible complam not you could have about spirited away is that there is no rest period no timeout,1.0
solondz may well be the only one laughing at his own joke,1.0
the filmmakers needed more emphasis on the storytelling less on the glamorous machine that thrusts the audience into future they wont much care about,1.0
french director helene angels dark but deftly handled fable about familial violence has terrifying fairy tale atmosphere thats in perfect keeping with its unique point view,1.0
this beguiling belgian fable very much its own droll delicate little film has some touching things say about what is important in life why,1.0
the cast is top notch i predict there will be plenty female audience members drooling over michael idemoto as michael,1.0
with the candy like taste it fading faster than ## cent bubble gum i realized this is throwaway movie that wont stand the test time its trifle,1.0
my big fat greek wedding is that rare animal known as perfect family film because its about family,1.0
vega ulloa give strong performances as the leading lovers there are some strong supporting turns particularly from najwa nimri,1.0
call it magic realism or surrealism but miss wonton floats beyond reality with certain degree wit dignity,1.0
apesar de não superar o original o chamado é um suspense bem realizado que à sua própria maneira funciona de maneira exemplar,1.0
on its own its not very interesting as remake its pale imitation,1.0
planet is as much sheer fun as its source material,1.0
blue crush is as predictable as the tides the movie feels stitched together from stock situations characters from other movies,1.0
anything but feel good movie in its particulars read my lips nonetheless communicates liberating message as refreshing as it is peculiar,1.0
schüttes dramatic snapshot the artist three days before his death offers an interesting bit speculation as the issues brecht faced as his life drew close,1.0
theres tremendous energy from the cast sense playfulness excitement that seems appropriate,1.0
though everything might be literate smart it never took off always seemed static,1.0
enough trivializes an important crisis reduces it an almost comic embarrassment,1.0
ms rampling still beautiful well into her ##s has an earth bound weariness lively spirit that convey life fully tragically lived,1.0
gem romantic crime comedy that turns out be clever amusing unpredictable,1.0
how many more times will indie filmmakers subject us boring self important stories how horrible we are ourselves each other,1.0
if the man from elysian fields is doomed by its smallness it is also elevated by it the kind movie that you enjoy more because youre one the lucky few who sought it out,1.0
nothing scary here except for some awful acting lame special effects,1.0
its glorious spectacle like those d w griffith made in the early days silent film,1.0
tense capably made film thats exciting realistic enough satisfy filmgoers whove had their fill hollywoods usual ultra unrealistic blockbuster fare,1.0
holm embodies the character with an effortlessly regal charisma,1.0
while most films these days are about nothing this film seems be about everything thats plaguing the human spirit in relentlessly globalizing world,1.0
by applying definition both sides the man the picture realizes fullness that does not negate the subject,1.0
an odd drama set in the world lingerie models bar dancers in the midwest that held my interest precisely because it did not try,1.0
this cheery down earth film is warm with the cozy feeling relaxing around old friends,1.0
while peterson her ageless alter ego keep an ironic detachment from the melodramatics theres no irony in the end title dedication price it obviously comes straight from the heart,1.0
all right so its not brilliant piece filmmaking but it is funny sometimes hilarious comedy with deft sense humor about itself playful spirit game cast,1.0
by the numbers patient doctor pic that covers all the usual ground,1.0
i like all four the lead actors lot they manage squeeze few laughs out the material but theyre treading water at best in this forgettable effort,1.0
the attempt is courageous even if the result is wildly uneven,1.0
the sequel is everything the original was not contrived overblown tie in ready,1.0
cathartic work that honestly tries make sense the unimaginable,1.0
anchored by terrific performance by abbass satin rouge shows that the idea womens self actualization knows few continental divides,1.0
theres no denying that burns is filmmaker with bright future ahead him,1.0
enigma is well made but its just too dry too placid,1.0
the kind film that grows on you upon reflection,1.0
hayek does not just act frida she inhabits her,1.0
downright transparent is the scripts endless assault embarrassingly ham fisted sex jokes that reek script rewrite designed garner the film cooler pg ## rating,1.0
lawrence should stick his day job hes better actor than standup comedian,1.0
not only better than its predecessor it may rate as the most magical most fun family fare this or any recent holiday season,1.0
the movie straddles the fence between escapism social commentary on both sides it falls short,1.0
this gently retro story young morman missionary in the pacific islands tonga loses some wholesomeness points due some smug insularity,1.0
this is fragmented film once good idea that was followed by the bad idea turn it into movie,1.0
smart sassy interpretation the oscar wilde play,1.0
positively thrilling combination ethnography all the intrigue betrayal deceit murder shakespearean tragedy or juicy soap opera,1.0
most folks with real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant,1.0
an original little film about one young womans education,1.0
though jones snipes are enthralling the movie bogs down in rhetoric cliché,1.0
lindberg demonstrates remarkable sense place keen understanding that emotions are boiled into concentrate not diluted in the rural setting,1.0
imperfect yes but also intriguing honorable worthwhile addition distinguished film legacy,1.0
has not so much been written as assembled frankenstein like out other marginally better shoot em ups,1.0
the word that comes mind while watching eric rohmers tribute courageous scottish lady is pam noterly,1.0
the film actually gets tackle some larger questions than one normally finds in the average fireball drama,1.0
the film starts out as competent but unremarkable gradually grows into something considerable power,1.0
in adobo ethnicity is not just the spice but at the heart more universal concerns,1.0
real women have curves does not offer any easy answers,1.0
the asylum material is gripping as are the scenes jia with his family,1.0
the way coppola professes his love for movies both colorful pop junk the classics that unequivocally qualify as art is giddily entertaining,1.0
meyjess movie like max rothmans future does not work,1.0
looking at the posters for blue crush which show bosworth rodriguez lake posing with bikinis surfboards i expected another mindless surfing movie blue crush is anything but,1.0
maudlin melodramatic we expected boring we did not,1.0
theres no emotional pulse solaris with an emotional sterility match its outer space setting soderberghs spectacular swing for the fence yields only spectacular whiff,1.0
the film gets close the chimps the same way goodall did with serious minded patience respect affection,1.0
coral reef adventure is heavyweight film that fights good fight on behalf the worlds endangered reefs it lets the pictures do the punching,1.0
what puzzles me is the lack emphasis on music in britney spears first movie,1.0
its battle scenes are dynamic its pageantry spectacular its characters appealing,1.0
with little visible talent no energy colin hanks is in bad need major acting lessons maybe little coffee,1.0
christian bales quinn is leather clad grunge pirate with hairdo like gandalf in wind tunnel simply astounding cor blimey luv duck cockney accent,1.0
impresses as skillfully assembled highly polished professional adaptation just about as chilling unsettling as manhunter was,1.0
straightforward old fashioned in the best possible senses both those words possession is movie that puts itself squarely in the service the lovers who inhabit it,1.0
the movie has no respect for laws political correctness or common decency but it displays something more important respect for its flawed crazy people,1.0
morrissette has performed difficult task indeed hes taken one the worlds most fascinating stories made it dull lifeless irritating,1.0
movie version pam not by numbers picture we can tell what it is supposed be but cant really call it work art,1.0
overall tomfoolery like this is matter taste,1.0
until it goes off the rails in its final ## or ## minutes wendigo larry fessendens spooky new thriller is refreshingly smart newfangled variation on several themes derived from far less sophisticated knowing horror films,1.0
payne constructs hilarious ode middle america middle age with this unlikely odyssey featuring pathetic endearing hero who is all too human,1.0
the latest installment in the pokemon canon pokemon 4ever is surprising less moldy trite than the last two likely because much the japanese anime is set in scenic forest where pokemon graze in peace,1.0
delightful surprise because despite all the backstage drama this is movie that tells stories that work is charming is moving is funny looks professional,1.0
the film truly does rescue the funk brothers from motowns shadows its about time,1.0
whats most unusual about beijing bicycle in terms recent chinese history is that any form class conflict is depicted at all,1.0
the christ allegory does not work because there is no foundation for it,1.0
sits uneasily as horror picture but finds surprising depth in its look at the binds small family,1.0
i liked it because it was so endlessly grotesquely inventive,1.0
veteran actor serrault rising newcomer seigner pitch their performances perfectly skilfully underplaying match carions understated direction,1.0
near perfect fusion computer cel animation,1.0
satisfying charmer that tells compelling story then tops that by offering up saucy sextet britains best veteran actors,1.0
exhibits the shallow sensationalism characteristic soap opera more salacious telenovela than serious drama,1.0
this breezy caper movie becomes soulful incisive meditation on the way we were the way we are,1.0
an unsophisticated sci fi drama that takes itself all too seriously,1.0
rare is the urban comedy that even attempts the insight honesty this disarming indie,1.0
like can 2 day old coke you can taste it but theres no fizz,1.0
the ingenuity that parker displays in freshening the play is almost in class with that wilde himself,1.0
its pieces the hot chick are so hilarious schneiders performance is so fine its real shame that so much the movie again as in the animal is slapdash mess,1.0
tara reid plays college journalist but she looks like the six time winner the miss hawaiian tropic pageant so i dont know what shes doing in here,1.0
though touch too arthouse ### in its poetic symbolism heaven proves be good match the sensibilities two directors,1.0
tends pile too many serious issues on its plate at times yet remains fairly light always entertaining smartly written,1.0
everything about the quiet american is good except its timing,1.0
de niro looks bored murphy recycles murphy you mentally add showtime the pile hollywood dreck that represents nothing more than the art the deal,1.0
i liked the movie but i know i would have liked it more if it had just gone that one step further im left slightly disappointed that it did not,1.0
featuring dangerously seductive performance from the great daniel auteuil sade covers the same period as kaufmanns quills with more unsettlingly realistic results,1.0
sound the trumpets for the first time since desperately seeking susan madonna does not suck as an actress,1.0
its story is delicate moving the film is wholly commendable effort if not quite as successful as majidis previous works,1.0
its beautiful experience nearly perfect with fragile flowing fluid score,1.0
blue crush follows the formula but throws in too many conflicts keep the story compelling,1.0
self congratulatory misguided ill informed if nonetheless compulsively watchable,1.0
surreal fairy tale that coils in on itself like slow motion whirlpool achieves an atmosphere sublime creepiness without ever precisely making sense,1.0
watching queen the damned is like reading research paper with special effects tossed in,1.0
an hour half inoffensive unmemorable filler,1.0
É uma pena que mais tarde o próprio filme abandone o tom de paródia e passe utilizar os mesmos clichês que havia satirizado,1.0
the viewer takes great pleasure in watching the resourceful molly stay step ahead her pursuers,1.0
the values that have held the enterprise crew together through previous adventures perils do so again courage self sacrifice patience under pressure,1.0
fine acting but there is no sense connecting the dots just dots,1.0
the new insomnia is surprisingly faithful remake its chilly predecessor when it does elect head off in its own direction it employs changes that fit it well rather than ones that were imposed for the sake commercial sensibilities,1.0
the son the brides humor is born out an engaging storyline which also is not embarrassed make you reach for the tissues this movie is be cherished,1.0
far from bad film at least two its central trio performances provide moments disarming grace but dont be surprised if whiff self congratulation emanates from the screen,1.0
when you find yourself rooting for the monsters in horror movie you know the picture is in trouble,1.0
flawed but riveting it wont be everyones cocktail choice but if you can suspend disbelief long enough youll get whopping good wallop without the hangover,1.0
béart berling are both superb while huppert is magnificent,1.0
starts out with tremendous promise introducing an intriguing alluring premise only fall prey boatload screenwriting cliches that sink it faster than leaky freighter,1.0
ultimately the movie is too heady for children too preachy for adults,1.0
yes i suppose its lovely that cal works out his issues with his dad comes terms with his picture perfect life but world traveler gave me no reason care so i did not,1.0
though ganesh is successful in midlevel sort way theres nothing so striking or fascinating or metaphorically significant about his career as rate two hours our attention,1.0
this angst ridden territory was covered earlier much better in ordinary people,1.0
presents an astute appraisal middle american musical torpor the desperate struggle escape it,1.0
when not obscured by the booming bass heavy soundtrack the conversation presents the kind linguistic fumbling not heard since macy grays game chinese whispers with mr bean,1.0
theres neat twist subtly rendered that could have wrapped things up at ## minutes but kang tacks on three or four more endings,1.0
not since ghostbusters has film used manhattans architecture in such gloriously goofy way,1.0
crisply made movie that is no more than mildly amusing,1.0
borrows bit from the classics wait until dark extremities but in terms its style the movie is in class by itself,1.0
the biggest problem i have other than the very sluggish pace is we never really see her esther blossom as an actress even though her talent is supposed be growing,1.0
should be seen absorbed if only recall that hollywood horror does occasionally get it more or less right,1.0
for film about two mismatched buddies crystal de niro share little screen time even less chemistry,1.0
the whole thing feels like ruse tactic cover up the fact that the picture is constructed around core flimsy or worse yet nonexistent ideas,1.0
like the best ## minutes exposé the film at ## minutes is actually quite entertaining,1.0
as predictable as the outcome globetrotters generals game juwanna mann is even more ludicrous than youd expect from the guy in dress genre personal low for everyone involved,1.0
aimed at new age audience but its subjects sincerity gentle self deprecating nature translate well general audience,1.0
the best thing that can be said the picture is that it does have few cute moments,1.0
astonishing is not the word neither is incompetent incoherent or just plain crap indeed none these words really gets at the very special type badness that is deuces wild,1.0
with an unflappable air decadent urbanity everett remains perfect wildean actor relaxed firth displays impeccable comic skill,1.0
its story may be thousand years old but why did it have seem like it took another thousand tell it us,1.0
but tongue in cheek preposterousness has always been part for the most part wildes droll whimsy helps being earnest overcome its weaknesses parkers creative interference,1.0
deep intelligence warm enveloping affection breathe out every frame,1.0
shankman screenwriter karen janszen bungle their way through the narrative as if it were series bible parables not an actual story,1.0
unfolds in series achronological vignettes whose cumulative effect is chilling,1.0
theres something with potential here but the movie decides like lavinia go the conservative route,1.0
it will take strong stomach for the ordinary viewer mam notain an appetite for pinochet apologetics after this litany suffering,1.0
well written nicely acted beautifully shot scored the film works on several levels openly questioning social mores while ensnaring the audience with its emotional pull,1.0
scherfig who has had successful career in tv tackles more than she can handle,1.0
profoundly stupid affair populating its hackneyed meanspirited storyline with cardboard characters performers who value cash above credibility,1.0
an intriguing richly detailed look at the early days hollywood power glamour,1.0
warm but realistic meditation on friendship family affection,1.0
the characters are never more than sketches which leaves any true emotional connection or identification frustratingly out reach,1.0
ozpetek succeeds in portraying small nuances that demonstrate the stages love unrequited or blossoming in showcasing the family structure created by group people who have been rejected for one reason or another,1.0
the problem is that the movie has no idea it is serious or not,1.0
mocking kung fu pictures when they were staple exploitation theater programming was witty mocking them now is an exercise in pointlessness,1.0
lovely amazing is story about real people these people are insecure about their lives they arent convinced that theres some inner beauty about them they see themselves as i suspect most people do mostly for the flaws however these are still,1.0
armed with rad ##s soundtrack winning cast including indie rocker liz phair cherish is an ingenious low budget thriller,1.0
just like every other seagal movie only louder without that silly ponytail,1.0
like life on the island the movie grows boring despite the scenery,1.0
film worthy comparison truffauts best cinematic poems,1.0
missteps take what was otherwise fascinating riveting story send it down the path the mundane,1.0
captivating intimate study about dying loving,1.0
if you enjoy being rewarded by script that assumes you arent very bright then blood work is for you,1.0
what makes this latest version the four feathers the best so far are the beautiful desert locations in morocco the superb action sequences,1.0
takes us on journey toward self awareness that is both deadpan hilarious profoundly moving,1.0
this is darkest drama reminiscent antonin artauds literary experiments in psychoanalysis,1.0
markedly inactive film city is conversational bordering on confessional,1.0
coarse cliched clunky this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms stars hugh grant sandra bullock,1.0
ki duk kim has created provocatively violent sexual film with an oddly idyllic sensibility its mysterious but ultimately rewarding experience,1.0
its easy for filmmaker blow up the world but what shyamalan does is much riskier he tries blow our minds,1.0
one the best examples how treat subject youre not fully aware is being examined much like photo yourself you did not know was being taken,1.0
theres sweetness it thats disarming diverting mostly thanks performances slater richard dreyfuss as his partner in crime portia di rossi as dreyfuss daughter,1.0
guaranteed move anyone who ever shook rattled or rolled,1.0
beautiful meditation on the life force redemptive power literature for writers readers alike on what it means be fully alive navigating the rocky terrain between vision execution,1.0
it is bad but certainly not without merit as entertainment,1.0
nothings at stake just twisty double cross you can smell mile away still the derivative nine queens is lots fun,1.0
it almost plays like solaris but with guns jokes,1.0
the delicious trimmings…arrive early stay late filling nearly every minute…with lighthearted glow some impudent snickers glorious dose humankinds liberating ability triumph over scrooge or two,1.0
poky pseudo serious exercise in sham actor workshops an affected malaise,1.0
it could change america not only because it is full necessary discussion points but because it is so accessible that it makes complex politics understandable viewers looking for nothing but energetic entertainment,1.0
the exploitative clumsily staged violence overshadows everything including most the actors,1.0
the corpse count ultimately overrides what little we learn along the way about vicarious redemption,1.0
its shame the marvelous first ### minutes have be combined with the misconceived final 5,1.0
diaz can blunder into the crudest situations with such sweet innocence as inspire giggles rather than groans,1.0
the film is enriched by an imaginatively mixed cast antic spirits headed by christopher plummer as the subtlest most complexly evil uncle ralph ive ever seen in the many film stage adaptations the work,1.0
does good job establishing time place telling fascinating characters story,1.0
the story has some nice twists but the ending some the back story is little tired the performances are all solid it merely lacks originality make it great movie,1.0
the movie just has too much on its plate really stay afloat for its just under ninety minute running time,1.0
one the best films that showcase romance within the context an artistic movement,1.0
stupid infantile redundant sloppy over the top amateurish yep its waking up in reno go back sleep,1.0
the story may not be new but australian director john polson making his american feature debut jazzes it up adroitly,1.0
anyone who welcomes dash the avant garde fused with their humor should take pleasure in this crazed joyous romp film,1.0
perhaps no greater example yet exists the beauty achievable when one is master the digital aesthetic,1.0
marvellous journey from childhood idealism adolescent self absorption,1.0
the film is about the relationships rather than about the outcome it sees those relationships including that between the son his wife the wife the father between the two brothers with incredible subtlety acumen,1.0
the lightest most breezy movie steven spielberg has made in more than decade the positive change in tone here seems have recharged him,1.0
brutally honest documentary about much anticipated family reunion that goes wrong thanks culture shock refusal empathize with others,1.0
honestly address the flaws inherent in how medical aid is made available american workers more balanced or fair portrayal both sides will be needed,1.0
jonah is sunday school lite but its told with comic edge usually associated with the devilish act laughter,1.0
an entertaining surprisingly well written often rowdily amusing picture,1.0
it makes you believe the cast crew thoroughly enjoyed themselves believed in their small budget film,1.0
herzog man detail became enraptured with his subject was unable use his editing shears,1.0
the volatile dynamics female friendship is the subject this unhurried low key film that is so off hollywood that it seems positively french in its rhythms resonance,1.0
this is stunning film one kind tour de force,1.0
this familiar rise fall tale is long on glamour short on larger moralistic consequences though its told with sharp ears eyes for the tenor the times,1.0
the laser projected pam notings provide spell casting beauty while russell dreyfus are romantic pairing hearts preciously exposed as history corners them,1.0
this will go on so long as there are moviegoers anxious see strange young guys doing strange guy things,1.0
two hours sepia tinted heavy metal images surround sound effects people moaning,1.0
well acted well directed for all its moodiness not too pretentious,1.0
rodriguez was unable reproduce the special spark between the characters that made the first film such delight,1.0
its refreshing that someone understands the need for the bad boy diesel with his brawny frame cool composed delivery fits the bill perfectly,1.0
liotta is put in an impossible spot because his characters deceptions ultimately undo him the believability the entire scenario too bad,1.0
the script is not up the level the direction nor are the uneven performances by the cast members who seem bound determined duplicate bela lugosis now cliched vampire accent,1.0
mostly boring affair with confusing sudden finale thats likely irk viewers,1.0
feeling like dope has rarely been more fun than it is in nine queens,1.0
contains the humor characterization poignancy intelligence bad sitcom,1.0
fragmented elliptical overplotted the point being hard track still its worth hanging in for the finish when soderbergh pulls off delicious trick gesture pure tender unabashed movie love that makes up for everything,1.0
theres not one decent performance from the cast not one clever line dialogue,1.0
this masterfully calibrated psychological thriller thrives on its taut performances creepy atmosphere even if the screenplay falls somewhat short,1.0
this starts off with ####s doris day feel it gets very ugly very fast the first five minutes will have you talking til the end the year,1.0
mcconaugheys fun watch the dragons are okay not much fire in the script,1.0
wanders all over the map thematically stylistically borrows heavily from lynch jeunet von trier while failing find spark its own,1.0
committed intelligent fascinating piece work with no irony about it,1.0
the obnoxious special effects the obligatory outbursts flatulence the incessant so five minutes ago pop music on the soundtrack overwhelm what is left the scruffy dopey old hanna barbera charm,1.0
like the original this version is raised few notches above kiddie fantasy pablum by allens astringent wit,1.0
raimi his team couldnt have done any better in bringing the story spider man the big screen,1.0
rumor muddled drama about coming terms with death feels impersonal almost generic,1.0
solondz is so intent on hammering home his message that he forgets make it entertaining,1.0
captures all the longing anguish ache the confusing sexual messages the wish be part that elusive adult world,1.0
villeneuve seems realize intuitively that even morality is reduced an option by the ultimate mysteries life death,1.0
fun flip terribly hip bit cinematic entertainment,1.0
sharp amusing study the cult celebrity,1.0
schnitzler does fine job contrasting the sleekness the films present with the playful paranoia the films past,1.0
pretentious ultimately empty examination sick evil woman,1.0
an enchanting spectacular for potter fans anxious ride the hogwarts express toward new year magic mischief,1.0
its incredibly enjoyable watch derrida pick apart fight against the very process premise making film about someone particularly him,1.0
the film is travesty the genre even as spoof takes itself too seriously,1.0
thank goodness writer director michael kalesniko found someone as verbally nimble as kenneth branagh keep the whole enterprise afloat he manages but just barely,1.0
schnieder bounces around with limp wrists wearing tight tummy tops hip huggers twirling his hair on his finger assuming thats enough sustain laughs,1.0
this lively klasky csupo production is convincing amplification the popular nickelodeon series,1.0
compelling thought provoking drama on the armenian genocide after world war i its toxic impact on the spirits lives some contemporary canadians,1.0
well rounded tribute man whose achievements complexities reached far beyond the end zone,1.0
ramsay morton fill this character study with poetic force buoyant feeling,1.0
just one more collection penis breast flatulence gags in search story or profit or some damn thing,1.0
in trying be daring original it comes off as only occasionally satirical never fresh,1.0
as kind colorful dramatized pbs program frida gets the job done but for that why not watch documentary,1.0
claude miller airs out tight plot with an easy pace focus on character drama over crime film complications,1.0
nearly ## years after the fact the matter still has not given up all its secrets but denis film comes close definitive deeply disturbing account,1.0
its supposed be humorous all too human look at how hope can breed certain kind madness strength but it never quite adds up,1.0
its inescapable absurdities are tantamount insulting the intelligence anyone who has not been living under rock since sept ##,1.0
this is beautifully sensitive portrait unique school very special teacher,1.0
as david letterman the onion have proven the worst tragedies can be fertile sources humor but lawrence has only fleeting grasp how develop them,1.0
its dumb fun slapped silly new franchise inspired by the bond films thats not far from the porn its title promises the film is veritable orgy outrageous stunts,1.0
model what films like this should be like,1.0
the movie is amateurish but its minor treat,1.0
directing with sure measured hand haneke steers clear the sensational offers instead an unflinching objective look at decidedly perverse pathology,1.0
as revenge thriller the movie is serviceable but it does not really deliver the delicious guilty pleasure the better film versions,1.0
skins has desolate air but eyre native american raised by white parents manages infuse the rocky path sibling reconciliation with flashes warmth gentle humor,1.0
vera has created provocative absorbing drama that reveals the curse self hatred instilled by rigid social mores,1.0
the acting by the over ##s lacks spark with csokas particularly unconnected,1.0
carion relies on gesture or passages silence get his point across its technique that packs greater emotional punch than tidy hollywood style monologue ever would,1.0
keep em guessing plot an affectionate take on its screwed up characters,1.0
an instance an old dog not only learning but inventing remarkable new trick,1.0
its not so much movie as joint promotion for the national basketball association teenaged rap adolescent poster boy lil bow wow,1.0
big meal cliches that the talented cast generally chokes on,1.0
should appeal more than just hardcore hip hop fans,1.0
me no lika da accents so good but i thoroughly enjoyed the love story scott baio is turning in some delightful work on indie projects,1.0
powerful compelling intelligent if imperfect work film enormous ambition which realizes its aims more often than not,1.0
this is mostly well constructed fluff which is all it seems intended be,1.0
extreme oops oops ops no matter how you spell it its still mistake go see it,1.0
aside from the fact that the film idiotically uses the website feardotcom com or the improperly hammy performance from poor stephen rea the film gets added disdain for the fact that it is nearly impossible look at or understand,1.0
this spawn william shakespeare ray kroc has more fun with the thin premise than you might expect mostly because maura tierney,1.0
human nature initially succeeds by allowing itself go crazy but ultimately fails by spinning out control,1.0
ive had more interesting dare i say thematically complex bowel movements than this long on the shelf point shoot exercise in gimmicky crime drama,1.0
what we have here is an examination fathers sons sibling rivalry squared sideways,1.0
this romantic thriller is steeped in the atmosphere wartime england ably captures the speech patterns moral codes ideals the ####s,1.0
if you are curious see the darker side whats going on with young tv actors dawson leery did what or see some interesting storytelling devices you might want check it out but theres nothing very attractive about this movie,1.0
the movies vision white american zealously spreading puritanical brand christianity south seas islanders is one only true believer could relish,1.0
interacting eyeball eyeball toe toe hopkins norton are winning combination but fiennes steals red dragon right from under their noses,1.0
this is surely one the most frantic virulent foul natured christmas season pics ever delivered by hollywood studio,1.0
its somewhat clumsy too lethargically paced but its story about mysterious creature with psychic abilities offers solid build up terrific climax some nice chills along the way,1.0
an unintentionally surreal kids picture in which actors in bad bear suits enact sort inter species parody vh1 behind the music episode,1.0
smith examines the intimate unguarded moments folks who live in unusual homes which pop up in nearly every corner the country,1.0
no one including the viewers seems know who can be trusted thats what makes this movie fun watch,1.0
reinforces the often forgotten fact the worlds remarkably varying human population mindset its capacity heal using creative natural ancient antidotes,1.0
equilibrium the movie as opposed the manifesto is really really stupid,1.0
though it is by no means his best work laissez passer is distinguished distinctive effort by bona fide master fascinating film replete with rewards be had by all willing make the effort reap them,1.0
brosnans finest non bondish performance yet fails overcome the films manipulative sentimentality annoying stereotypes,1.0
when you resurrect dead man hard copy should come knocking no,1.0
while the ensemble player who gained notice in guy ritchies lock stock two smoking barrels snatch has the bod hes unlikely become household name on the basis his first starring vehicle,1.0
as literary desecrations go this makes for perfectly acceptable occasionally very enjoyable childrens entertainment youll forget about it by monday though if theyre old enough have developed some taste so will your kids,1.0
there are just too many characters saying too many clever things getting into too many pointless situations wheres the movie here,1.0
just too silly sophomoric ensnare its target audience,1.0
the best movie featuring the next generation cast movie thats almost every bit as great as treks ii vi,1.0
the real draw though is the performance by dunst that is alone worth the price admission,1.0
beautifully crafted cooly unsettling recreates the atmosphere the crime expertly,1.0
this is very good film it heralds an emerging directorial talent,1.0
williams has not been this creepy since his starring role in popeye,1.0
this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza because its heightened well shaped dramas twice as powerful,1.0
another in your face wallow in the lower depths made by people who have never sung those blues,1.0
must see viewing for anyone involved in the high tech industry others may find it migraine inducing despite moores attempts at whimsy spoon feeding,1.0
if youre the adventurous sort check it out,1.0
an honest sensitive story from vietnamese point view,1.0
diverse astonishingly articulate cast palestinian israeli children,1.0
in this poor remake such well loved classic parker exposes the limitations his skill the basic flaws in his vision,1.0
in time when more often than not sequels disappoint its refreshing uncover something this high profile that fulfils the promise its name adds another title storied legacy,1.0
the essential problem in orange county is that having created an unusually vivid set characters worthy its strong cast the film flounders when it comes giving them something do,1.0
too ordinary restore harmon prominence despite some creepy scenes that evoke childish night terrors praiseworthy attempt generate suspense rather than gross out the audience,1.0
two tedious acts light on great scares good surprise ending,1.0
parker should be commended for taking fresh approach familiar material but his determination remain true the original text leads him adopt somewhat mannered tone that ultimately dulls the human tragedy at the storys core,1.0
must see for all sides the political spectrum,1.0
although estela bravos documentary is cloyingly hagiographic in its portrait cuban leader fidel castro its still guilty pleasure watch,1.0
in addition hoffmans powerful acting clinic this is that rare drama that offers thoughtful rewarding glimpse into the sort heartache everyone has felt or will feel someday,1.0
functions as both revealing look at the collaborative process timely tongue in cheek profile the corporate circus that is the recording industry in the current climate mergers downsizing,1.0
may take its sweet time get wherever its going but if you have the patience for it you wont feel like its wasted yours,1.0
its like vintage automobile that sometimes runs smoothly sometimes lurches sputters but it never quite stalls,1.0
although occasionally static the point resembling stage play the film delivers solid mixture sweetness laughs,1.0
supernatural mystery that does not know whether it wants be suspenseful horror movie or weepy melodrama it ends up being neither fails at both endeavors,1.0
its portrait very unsung sector society is refreshingly honest entertaining,1.0
nemesis suffers from paunchy midsection several plodding action sequences wickedly undramatic central theme,1.0
dignified ceos meet at rustic retreat pee against tree can you bear the laughter,1.0
film that presents an interesting even sexy premise then ruins itself with too many contrivances goofy situations,1.0
